dish_name,raw_ingredient,amount,unit
adult alfredo,heavy cream,1.5,cups
adult alfredo,fettuccine pasta,8,oz
adult alfredo,parmesan cheese,1,cup
adult alfredo,black pepper,0.25,tsp
adult alfredo,butter,0.5,cup
adult alfredo,garlic,2,cloves
adult alfredo,salt,0.5,tsp
adult beer float,vanilla ice cream,2,scoops
adult beer float,beer,1,bottle
adult big crystal,beef,250,g
adult big crystal,green onions,2,stalks
adult big crystal,brown sugar,1,tbsp
adult big crystal,onion,1,medium
adult big crystal,soy sauce,2,tbsp
adult big crystal,ginger,1,tsp
adult big crystal,garlic,3,cloves
adult big crystal,sesame oil,1,tbsp
adult big crystal,rice vinegar,1,tbsp
adult bonanza,tangy sauce,0.5,cup
adult bonanza,grilled meats,1,lb
adult bonanza,roasted vegetables,2,cups
adult breakfast santa,cheddar cheese,1,slice
adult breakfast santa,bacon,2,slices
adult breakfast santa,sourdough bread,2,slices
adult breakfast santa,eggs,2,pieces
adult breakfast santa,tomato,1,slice
adult breakfast santa,avocado,0.5,pieces
adult buff,onions,1,piece
adult buff,lamb,250,grams
adult buff,Mediterranean spices,1,tablespoon
adult buff,garlic,3,cloves
adult buff,tomatoes,2,pieces
adult buff,beef,250,grams
adult butter pasta,butter,2,tablespoons
adult butter pasta,Parmesan cheese,1,cup
adult butter pasta,garlic,2,cloves
adult butter pasta,black pepper,1,teaspoon
adult butter pasta,cream,1,cup
adult cheese,matured cheese,200,grams
adult cheese burger helper,spices,1,tbsp
adult cheese burger helper,pasta,8,oz
adult cheese burger helper,ground beef,1,lb
adult cheese burger helper,cheese,1,cup
adult cheese pizza,mozzarella cheese,1,cup
adult cheese pizza,pizza dough,1,portion
adult cheese pizza,tomato sauce,0.5,cup
adult cheese pizza,parmesan cheese,0.5,cup
adult cheese pizza,"toppings (e.g. pepperoni, mushrooms, bell peppers)",1,portion
adult cheese sandwich,bread,2,slices
adult cheese sandwich,cheddar cheese,2,slices
adult cheese sandwich,butter,1,tablespoon
adult cheeseburger,cheese,1,slice
adult cheeseburger,lettuce,1,leaf
adult cheeseburger,bun,1,pc
adult cheeseburger,pickles,2,slices
adult cheeseburger,tomato,2,slices
adult cheeseburger,beef patty,1,pc
adult cheeseburger,onion,2,slices
adult cheeseburger,special sauce,1,tbsp
adult chicken fingers,egg,1,piece
adult chicken fingers,parmesan cheese,1,cup
adult chicken fingers,chicken breast,2,pieces
adult chicken fingers,paprika,1,tsp
adult chicken fingers,breadcrumbs,1,cup
adult chicken fingers,salt,1,tsp
adult chicken fingers,garlic powder,1,tsp
adult chicken fingers,pepper,1,tsp
adult chicken fingers,flour,1,cup
adult chicken fingers,oil,2,cups
